Provider,Total_Inpatient_Claims,Total_Outpatient_Claims,Total_Claims,Unique_Beneficiaries,Avg_Inpatient_Reimbursement,Avg_Outpatient_Reimbursement,Total_Inpatient_Reimbursement,Total_Outpatient_Reimbursement,Avg_Claim_Duration,Avg_Length_of_Stay,Inpatient_Outpatient_Ratio,Number_of_States_Served,Number_of_Counties_Served,PotentialFraud
PRV51277,10.0,49.0,59.0,54,12100.0,412.0408163265306,121000.0,20190.0,5.0,5.0,0.20408163265306123,5,10,No
PRV51279,0.0,224.0,224.0,186,0.0,267.14285714285717,0.0,59840.0,0.0,0.0,0.0,1,25,No
PRV51280,0.0,39.0,39.0,34,0.0,519.2307692307693,0.0,20250.0,0.0,0.0,0.0,1,13,No
PRV51281,0.0,259.0,259.0,200,0.0,345.44401544401546,0.0,89470.0,0.0,0.0,0.0,1,32,No
PRV51282,8.0,51.0,59.0,51,8250.0,222.15686274509804,66000.0,11330.0,3.375,3.625,0.1568627450980392,2,16,No
PRV51284,17.0,360.0,377.0,223,10705.882352941177,271.8333333333333,182000.0,97860.0,5.764705882352941,5.764705882352941,0.04722222222222222,1,13,No
PRV51285,15.0,153.0,168.0,109,10733.333333333334,229.54248366013073,161000.0,35120.0,7.333333333333333,7.333333333333333,0.09803921568627451,2,20,No
PRV51286,15.0,55.0,70.0,62,9066.666666666666,166.72727272727272,136000.0,9170.0,5.2,5.2,0.2727272727272727,2,8,No
PRV51287,0.0,78.0,78.0,46,0.0,329.4871794871795,0.0,25700.0,0.0,0.0,0.0,1,8,No
PRV51288,3.0,5.0,8.0,8,12333.333333333334,72.0,37000.0,360.0,3.3333333333333335,3.3333333333333335,0.6,2,4,No
PRV51289,0.0,92.0,92.0,38,0.0,503.2608695652174,0.0,46300.0,0.0,0.0,0.0,2,6,No
PRV51290,0.0,113.0,113.0,81,0.0,132.65486725663717,0.0,14990.0,0.0,0.0,0.0,1,12,No
PRV51292,0.0,22.0,22.0,16,0.0,180.45454545454547,0.0,3970.0,0.0,0.0,0.0,1,5,No
PRV51293,0.0,88.0,88.0,64,0.0,240.9090909090909,0.0,21200.0,0.0,0.0,0.0,1,12,No
PRV51295,0.0,7.0,7.0,6,0.0,278.57142857142856,0.0,1950.0,0.0,0.0,0.0,2,3,No
PRV51296,3.0,27.0,30.0,27,11000.0,208.5185185185185,33000.0,5630.0,11.666666666666666,11.666666666666666,0.1111111111111111,2,6,No
PRV51297,5.0,65.0,70.0,46,10200.0,401.38461538461536,51000.0,26090.0,2.6,2.6,0.07692307692307693,1,6,No
PRV51298,0.0,100.0,100.0,53,0.0,311.2,0.0,31120.0,0.0,0.0,0.0,1,8,No
PRV51299,0.0,37.0,37.0,27,0.0,168.3783783783784,0.0,6230.0,0.0,0.0,0.0,1,3,No
PRV51300,7.0,45.0,52.0,32,13285.714285714286,323.1111111111111,93000.0,14540.0,3.5714285714285716,3.5714285714285716,0.15555555555555556,1,4,No
PRV51301,6.0,106.0,112.0,63,18000.0,272.7358490566038,108000.0,28910.0,9.666666666666666,9.666666666666666,0.05660377358490566,1,6,No
PRV51302,10.0,33.0,43.0,34,7600.0,142.72727272727272,76000.0,4710.0,3.9,3.9,0.30303030303030304,1,9,No
PRV51303,0.0,93.0,93.0,49,0.0,388.2795698924731,0.0,36110.0,0.0,0.0,0.0,3,8,No
PRV51304,2.0,49.0,51.0,39,14000.0,231.6326530612245,28000.0,11350.0,4.0,4.0,0.04081632653061224,1,6,No
PRV51305,11.0,38.0,49.0,29,8909.09090909091,405.2631578947368,98000.0,15400.0,6.2727272727272725,6.2727272727272725,0.2894736842105263,2,5,No
PRV51306,0.0,17.0,17.0,13,0.0,217.64705882352942,0.0,3700.0,0.0,0.0,0.0,2,3,No
PRV51307,0.0,37.0,37.0,21,0.0,187.56756756756758,0.0,6940.0,0.0,0.0,0.0,2,4,No
PRV51308,0.0,35.0,35.0,31,0.0,394.0,0.0,13790.0,0.0,0.0,0.0,2,6,No
PRV51309,0.0,18.0,18.0,17,0.0,210.55555555555554,0.0,3790.0,0.0,0.0,0.0,2,5,No
PRV51311,3.0,18.0,21.0,18,4333.333333333333,167.22222222222223,13000.0,3010.0,4.0,4.0,0.16666666666666666,1,3,No
PRV51312,4.0,42.0,46.0,29,4750.0,233.0952380952381,19000.0,9790.0,4.25,4.25,0.09523809523809523,3,10,No
PRV51313,0.0,19.0,19.0,16,0.0,261.57894736842104,0.0,4970.0,0.0,0.0,0.0,1,5,No
PRV51314,0.0,30.0,30.0,20,0.0,215.33333333333334,0.0,6460.0,0.0,0.0,0.0,1,4,No
PRV51315,0.0,47.0,47.0,22,0.0,153.40425531914894,0.0,7210.0,0.0,0.0,0.0,1,4,No
PRV51316,3.0,0.0,3.0,3,7000.0,0.0,21000.0,0.0,9.333333333333334,9.333333333333334,3.0,1,1,No
PRV51318,3.0,0.0,3.0,3,4333.333333333333,0.0,13000.0,0.0,3.6666666666666665,3.6666666666666665,3.0,1,2,No
PRV51322,0.0,12.0,12.0,11,0.0,70.83333333333333,0.0,850.0,0.0,0.0,0.0,1,1,No
PRV51323,0.0,76.0,76.0,32,0.0,274.4736842105263,0.0,20860.0,0.0,0.0,0.0,1,2,No
PRV51324,0.0,28.0,28.0,25,0.0,333.2142857142857,0.0,9330.0,0.0,0.0,0.0,1,1,No
PRV51325,0.0,15.0,15.0,5,0.0,1009.3333333333334,0.0,15140.0,0.0,0.0,0.0,1,1,No
PRV51326,0.0,44.0,44.0,22,0.0,318.1818181818182,0.0,14000.0,0.0,0.0,0.0,1,3,No
PRV51327,0.0,41.0,41.0,27,0.0,219.26829268292684,0.0,8990.0,0.0,0.0,0.0,1,1,No
PRV51328,0.0,7.0,7.0,5,0.0,78.57142857142857,0.0,550.0,0.0,0.0,0.0,1,1,No
PRV51329,0.0,74.0,74.0,28,0.0,261.6216216216216,0.0,19360.0,0.0,0.0,0.0,1,2,No
PRV51330,0.0,19.0,19.0,9,0.0,200.52631578947367,0.0,3810.0,0.0,0.0,0.0,1,1,No
PRV51331,0.0,5.0,5.0,4,0.0,64.0,0.0,320.0,0.0,0.0,0.0,1,2,No
PRV51334,2.0,0.0,2.0,2,7500.0,0.0,15000.0,0.0,4.5,4.5,2.0,1,1,No
PRV51335,0.0,142.0,142.0,92,0.0,324.50704225352115,0.0,46080.0,0.0,0.0,0.0,1,10,No
PRV51336,10.0,59.0,69.0,69,11600.0,227.96610169491527,116000.0,13450.0,5.9,5.9,0.1694915254237288,5,17,No
PRV51337,40.0,128.0,168.0,155,8750.0,227.34375,350000.0,29100.0,5.075,5.075,0.3125,5,17,Yes
PRV51338,7.0,121.0,128.0,124,10428.57142857143,337.68595041322317,73000.0,40860.0,5.428571428571429,5.428571428571429,0.05785123966942149,11,29,Yes
PRV51340,0.0,151.0,151.0,141,0.0,286.158940397351,0.0,43210.0,0.0,0.0,0.0,7,32,No
PRV51341,0.0,71.0,71.0,70,0.0,204.64788732394365,0.0,14530.0,0.0,0.0,0.0,5,13,No
PRV51342,28.0,179.0,207.0,179,11392.857142857143,211.0614525139665,319000.0,37780.0,6.178571428571429,6.178571428571429,0.1564245810055866,2,28,No
PRV51344,2.0,31.0,33.0,33,9500.0,233.8709677419355,19000.0,7250.0,6.0,6.0,0.06451612903225806,2,9,No
PRV51345,0.0,49.0,49.0,47,0.0,308.57142857142856,0.0,15120.0,0.0,0.0,0.0,1,6,No
PRV51346,5.0,261.0,266.0,246,8200.0,243.25670498084293,41000.0,63490.0,4.2,4.2,0.019157088122605363,6,25,No
PRV51347,0.0,2067.0,2067.0,947,0.0,288.7760038703435,0.0,596900.0,0.0,0.0,0.0,5,15,Yes
PRV51348,19.0,36.0,55.0,54,7684.210526315789,175.83333333333334,146000.0,6330.0,4.526315789473684,4.526315789473684,0.5277777777777778,3,16,No
PRV51349,5.0,25.0,30.0,28,7400.0,139.2,37000.0,3480.0,12.2,12.2,0.2,3,8,No
PRV51350,21.0,218.0,239.0,232,6761.9047619047615,327.43119266055044,142000.0,71380.0,4.476190476190476,4.476190476190476,0.0963302752293578,8,30,No
PRV51351,0.0,32.0,32.0,32,0.0,338.75,0.0,10840.0,0.0,0.0,0.0,2,7,No
PRV51352,0.0,4.0,4.0,4,0.0,1475.0,0.0,5900.0,0.0,0.0,0.0,1,3,No
PRV51353,5.0,13.0,18.0,17,10000.0,93.07692307692308,50000.0,1210.0,5.4,5.4,0.38461538461538464,1,5,No
PRV51354,1.0,3.0,4.0,4,10000.0,146.66666666666666,10000.0,440.0,17.0,17.0,0.3333333333333333,1,2,No
PRV51355,15.0,59.0,74.0,69,8940.0,185.76271186440678,134100.0,10960.0,4.266666666666667,4.266666666666667,0.2542372881355932,1,13,No
PRV51356,17.0,78.0,95.0,91,9823.529411764706,266.6666666666667,167000.0,20800.0,4.176470588235294,4.176470588235294,0.21794871794871795,3,18,No
PRV51357,13.0,148.0,161.0,149,13076.923076923076,237.36486486486487,170000.0,35130.0,7.6923076923076925,7.6923076923076925,0.08783783783783784,3,21,Yes
PRV51358,7.0,10.0,17.0,17,8571.42857142857,121.0,60000.0,1210.0,2.857142857142857,2.857142857142857,0.7,1,6,No
PRV51360,9.0,20.0,29.0,29,9555.555555555555,411.5,86000.0,8230.0,4.333333333333333,4.333333333333333,0.45,2,8,No
PRV51361,0.0,32.0,32.0,32,0.0,245.9375,0.0,7870.0,0.0,0.0,0.0,2,6,No
PRV51362,6.0,38.0,44.0,44,23500.0,271.57894736842104,141000.0,10320.0,4.833333333333333,4.833333333333333,0.15789473684210525,4,12,No
PRV51363,0.0,3.0,3.0,3,0.0,50.0,0.0,150.0,0.0,0.0,0.0,2,3,No
PRV51364,6.0,17.0,23.0,23,8666.666666666666,225.2941176470588,52000.0,3830.0,3.1666666666666665,3.1666666666666665,0.35294117647058826,1,5,No
PRV51366,0.0,57.0,57.0,53,0.0,321.7543859649123,0.0,18340.0,0.0,0.0,0.0,2,12,No
PRV51368,0.0,4.0,4.0,4,0.0,142.5,0.0,570.0,0.0,0.0,0.0,1,2,No
PRV51369,0.0,2083.0,2083.0,963,0.0,288.96303408545367,0.0,601910.0,0.0,0.0,0.0,6,20,Yes
PRV51371,11.0,35.0,46.0,45,7581.818181818182,278.0,83400.0,9730.0,4.818181818181818,4.818181818181818,0.3142857142857143,2,13,No
PRV51376,0.0,51.0,51.0,48,0.0,380.7843137254902,0.0,19420.0,0.0,0.0,0.0,2,9,No
PRV51377,3.0,92.0,95.0,94,34000.0,238.58695652173913,102000.0,21950.0,6.666666666666667,6.666666666666667,0.03260869565217391,4,11,No
PRV51378,108.0,53.0,161.0,133,11129.62962962963,252.26415094339623,1202000.0,13370.0,6.0092592592592595,6.0092592592592595,2.0377358490566038,3,19,Yes
PRV51379,2.0,20.0,22.0,22,6500.0,317.0,13000.0,6340.0,2.5,2.5,0.1,1,6,No
PRV51380,4.0,4.0,8.0,8,12750.0,140.0,51000.0,560.0,4.25,4.25,1.0,2,5,No
PRV51382,0.0,16.0,16.0,16,0.0,427.5,0.0,6840.0,0.0,0.0,0.0,1,5,No
PRV51383,9.0,68.0,77.0,77,9888.888888888889,286.61764705882354,89000.0,19490.0,3.0,3.0,0.1323529411764706,1,13,No
PRV51386,0.0,382.0,382.0,274,0.0,260.0,0.0,99320.0,0.0,0.0,0.0,5,19,No
PRV51387,13.0,46.0,59.0,51,7384.615384615385,400.4347826086956,96000.0,18420.0,3.3076923076923075,3.3076923076923075,0.2826086956521739,1,12,No
PRV51388,14.0,72.0,86.0,81,11357.142857142857,444.5833333333333,159000.0,32010.0,6.142857142857143,6.142857142857143,0.19444444444444445,3,19,No
PRV51389,18.0,61.0,79.0,77,7555.555555555556,286.39344262295083,136000.0,17470.0,5.055555555555555,5.055555555555555,0.29508196721311475,3,20,No
PRV51390,164.0,111.0,275.0,253,9619.512195121952,267.2072072072072,1577600.0,29660.0,5.9939024390243905,5.9939024390243905,1.4774774774774775,13,40,Yes
PRV51391,13.0,164.0,177.0,166,6115.384615384615,395.7317073170732,79500.0,64900.0,5.769230769230769,5.769230769230769,0.07926829268292683,4,23,No
PRV51392,0.0,17.0,17.0,15,0.0,97.6470588235294,0.0,1660.0,0.0,0.0,0.0,1,6,No
PRV51393,68.0,842.0,910.0,329,10514.70588235294,227.28028503562945,715000.0,191370.0,6.044117647058823,6.044117647058823,0.08076009501187649,6,20,Yes
PRV51394,0.0,4.0,4.0,4,0.0,115.0,0.0,460.0,0.0,0.0,0.0,1,3,No
PRV51395,0.0,20.0,20.0,20,0.0,520.0,0.0,10400.0,0.0,0.0,0.0,1,4,No
PRV51396,3.0,41.0,44.0,43,3666.6666666666665,159.02439024390245,11000.0,6520.0,4.0,4.0,0.07317073170731707,2,8,No
PRV51397,0.0,40.0,40.0,40,0.0,446.75,0.0,17870.0,0.0,0.0,0.0,3,9,No
PRV51398,1.0,85.0,86.0,59,4000.0,318.11764705882354,4000.0,27040.0,4.0,4.0,0.011764705882352941,3,6,No
PRV51399,65.0,146.0,211.0,199,10944.615384615385,915.5479452054794,711400.0,133670.0,5.861538461538461,5.861538461538461,0.4452054794520548,9,23,Yes
PRV51401,8.0,34.0,42.0,42,9750.0,397.6470588235294,78000.0,13520.0,7.25,7.25,0.23529411764705882,8,19,Yes
PRV51403,10.0,104.0,114.0,101,25400.0,221.25,254000.0,23010.0,6.9,6.9,0.09615384615384616,3,14,No
PRV51404,1.0,58.0,59.0,59,12000.0,299.13793103448273,12000.0,17350.0,6.0,6.0,0.017241379310344827,5,18,No
PRV51405,2.0,47.0,49.0,47,4500.0,312.97872340425533,9000.0,14710.0,3.5,3.5,0.0425531914893617,2,9,No
PRV51406,8.0,21.0,29.0,29,11875.0,440.95238095238096,95000.0,9260.0,4.375,4.375,0.38095238095238093,3,10,No
PRV51408,0.0,15.0,15.0,15,0.0,92.66666666666667,0.0,1390.0,0.0,0.0,0.0,2,8,No
PRV51409,0.0,4.0,4.0,4,0.0,75.0,0.0,300.0,0.0,0.0,0.0,2,3,No
PRV51410,0.0,628.0,628.0,186,0.0,282.7229299363057,0.0,177550.0,0.0,0.0,0.0,2,5,Yes
PRV51412,0.0,5.0,5.0,5,0.0,88.0,0.0,440.0,0.0,0.0,0.0,1,4,No
PRV51414,3.0,25.0,28.0,28,9333.333333333334,89.2,28000.0,2230.0,6.0,6.0,0.12,2,5,No
PRV51415,7.0,44.0,51.0,50,6857.142857142857,356.59090909090907,48000.0,15690.0,4.285714285714286,4.285714285714286,0.1590909090909091,7,16,No
PRV51416,0.0,81.0,81.0,79,0.0,316.5432098765432,0.0,25640.0,0.0,0.0,0.0,1,1,No
PRV51418,17.0,44.0,61.0,61,10352.941176470587,303.1818181818182,176000.0,13340.0,7.235294117647059,7.235294117647059,0.38636363636363635,4,11,No
PRV51419,2.0,63.0,65.0,64,8500.0,226.1904761904762,17000.0,14250.0,2.5,2.5,0.031746031746031744,1,9,No
PRV51421,84.0,55.0,139.0,135,10285.714285714286,377.8181818181818,864000.0,20780.0,6.071428571428571,6.071428571428571,1.5272727272727273,5,24,Yes
PRV51422,4.0,21.0,25.0,25,9750.0,472.85714285714283,39000.0,9930.0,2.5,2.5,0.19047619047619047,2,12,No
PRV51423,0.0,1.0,1.0,1,0.0,50.0,0.0,50.0,0.0,0.0,0.0,1,1,No
PRV51424,1.0,85.0,86.0,82,6000.0,278.47058823529414,6000.0,23670.0,3.0,3.0,0.011764705882352941,2,12,No
PRV51425,3.0,30.0,33.0,33,3666.6666666666665,499.6666666666667,11000.0,14990.0,3.3333333333333335,3.3333333333333335,0.1,1,5,No
PRV51426,6.0,200.0,206.0,91,17666.666666666668,195.5,106000.0,39100.0,6.833333333333333,6.833333333333333,0.03,1,19,Yes
PRV51427,5.0,53.0,58.0,56,7600.0,391.8867924528302,38000.0,20770.0,4.6,4.6,0.09433962264150944,4,15,No
PRV51428,4.0,62.0,66.0,66,7750.0,274.83870967741933,31000.0,17040.0,3.0,3.0,0.06451612903225806,4,15,No
PRV51429,0.0,10.0,10.0,10,0.0,110.0,0.0,1100.0,0.0,0.0,0.0,2,5,No
PRV51430,17.0,95.0,112.0,101,10941.176470588236,291.57894736842104,186000.0,27700.0,4.352941176470588,4.352941176470588,0.17894736842105263,6,19,No
PRV51431,25.0,24.0,49.0,42,8800.0,696.6666666666666,220000.0,16720.0,6.2,6.2,1.0416666666666667,1,5,No
PRV51432,7.0,16.0,23.0,23,8000.0,204.375,56000.0,3270.0,2.4285714285714284,2.4285714285714284,0.4375,1,7,No
PRV51433,0.0,1610.0,1610.0,862,0.0,282.37888198757764,0.0,454630.0,0.0,0.0,0.0,5,15,Yes
PRV51434,24.0,78.0,102.0,97,10791.666666666666,275.5128205128205,259000.0,21490.0,6.041666666666667,6.041666666666667,0.3076923076923077,3,15,Yes
PRV51435,6.0,17.0,23.0,23,4700.0,318.8235294117647,28200.0,5420.0,2.1666666666666665,2.1666666666666665,0.35294117647058826,1,9,No
PRV51436,25.0,95.0,120.0,116,6840.0,235.89473684210526,171000.0,22410.0,4.92,4.92,0.2631578947368421,2,27,No
PRV51437,0.0,2.0,2.0,2,0.0,440.0,0.0,880.0,0.0,0.0,0.0,1,2,No
PRV51438,2.0,7.0,9.0,9,7500.0,644.2857142857143,15000.0,4510.0,4.5,4.5,0.2857142857142857,1,5,No
PRV51439,0.0,42.0,42.0,41,0.0,358.0952380952381,0.0,15040.0,0.0,0.0,0.0,1,11,No
PRV51440,7.0,64.0,71.0,71,11428.57142857143,412.1875,80000.0,26380.0,6.714285714285714,6.714285714285714,0.109375,6,19,No
PRV51441,0.0,85.0,85.0,79,0.0,342.70588235294116,0.0,29130.0,0.0,0.0,0.0,2,13,No
PRV51442,2.0,4.0,6.0,6,12500.0,242.5,25000.0,970.0,4.0,4.0,0.5,1,3,No
PRV51443,2.0,71.0,73.0,72,6000.0,308.4507042253521,12000.0,21900.0,4.5,4.5,0.028169014084507043,3,12,No
PRV51444,4.0,38.0,42.0,40,16000.0,261.05263157894734,64000.0,9920.0,4.75,4.75,0.10526315789473684,1,8,No
PRV51446,12.0,12.0,24.0,24,7833.333333333333,282.5,94000.0,3390.0,5.166666666666667,5.166666666666667,1.0,4,8,No
PRV51447,16.0,73.0,89.0,80,15375.0,320.4109589041096,246000.0,23390.0,6.8125,6.8125,0.2191780821917808,9,23,Yes
PRV51448,11.0,40.0,51.0,47,9272.727272727272,338.75,102000.0,13550.0,4.363636363636363,4.363636363636363,0.275,4,10,No
PRV51449,9.0,8.0,17.0,17,7666.666666666667,97.5,69000.0,780.0,5.333333333333333,5.333333333333333,1.125,2,6,No
PRV51451,0.0,6.0,6.0,6,0.0,195.0,0.0,1170.0,0.0,0.0,0.0,1,3,No
PRV51453,0.0,12.0,12.0,12,0.0,590.0,0.0,7080.0,0.0,0.0,0.0,1,5,No
PRV51454,0.0,34.0,34.0,32,0.0,312.6470588235294,0.0,10630.0,0.0,0.0,0.0,1,8,No
PRV51455,9.0,25.0,34.0,34,11866.666666666666,274.0,106800.0,6850.0,7.333333333333333,7.333333333333333,0.36,3,10,No
PRV51456,112.0,23.0,135.0,124,9256.160714285714,100.0,1036690.0,2300.0,5.866071428571429,5.866071428571429,4.869565217391305,2,6,No
PRV51458,0.0,56.0,56.0,55,0.0,222.14285714285714,0.0,12440.0,0.0,0.0,0.0,6,21,No
PRV51459,0.0,8240.0,8240.0,2857,0.0,281.78276699029124,0.0,2321890.0,0.0,0.0,0.0,10,24,Yes
PRV51460,17.0,435.0,452.0,413,12470.588235294117,281.5632183908046,212000.0,122480.0,6.588235294117647,6.588235294117647,0.03908045977011494,6,29,No
PRV51462,0.0,30.0,30.0,29,0.0,314.3333333333333,0.0,9430.0,0.0,0.0,0.0,1,6,No
PRV51464,0.0,145.0,145.0,143,0.0,265.7241379310345,0.0,38530.0,0.0,0.0,0.0,15,36,No
PRV51465,1.0,6.0,7.0,7,3000.0,150.0,3000.0,900.0,3.0,3.0,0.16666666666666666,1,3,No
PRV51466,5.0,69.0,74.0,71,8400.0,229.85507246376812,42000.0,15860.0,5.8,5.8,0.07246376811594203,8,18,No
PRV51467,7.0,18.0,25.0,25,10114.285714285714,192.22222222222223,70800.0,3460.0,7.142857142857143,7.142857142857143,0.3888888888888889,1,5,No
PRV51468,15.0,144.0,159.0,151,6866.666666666667,247.70833333333334,103000.0,35670.0,4.2,4.2,0.10416666666666667,3,18,No
PRV51469,0.0,28.0,28.0,28,0.0,333.92857142857144,0.0,9350.0,0.0,0.0,0.0,2,13,No
PRV51470,3.0,24.0,27.0,27,8000.0,482.9166666666667,24000.0,11590.0,3.3333333333333335,3.3333333333333335,0.125,2,9,No
PRV51471,161.0,19.0,180.0,173,9902.48447204969,416.3157894736842,1594300.0,7910.0,5.285714285714286,5.285714285714286,8.473684210526315,4,12,Yes
PRV51472,0.0,16.0,16.0,16,0.0,135.625,0.0,2170.0,0.0,0.0,0.0,1,6,No
PRV51474,41.0,30.0,71.0,65,9765.853658536585,362.0,400400.0,10860.0,4.658536585365853,4.658536585365853,1.3666666666666667,1,11,No
PRV51475,11.0,32.0,43.0,42,5745.454545454545,310.3125,63200.0,9930.0,3.909090909090909,3.909090909090909,0.34375,1,6,No
PRV51476,3.0,15.0,18.0,18,3666.6666666666665,612.0,11000.0,9180.0,5.666666666666667,5.666666666666667,0.2,1,8,No
PRV51477,0.0,22.0,22.0,22,0.0,451.8181818181818,0.0,9940.0,0.0,0.0,0.0,3,4,No
PRV51478,0.0,17.0,17.0,16,0.0,231.1764705882353,0.0,3930.0,0.0,0.0,0.0,3,6,No
PRV51479,13.0,215.0,228.0,217,6230.7692307692305,249.4418604651163,81000.0,53630.0,3.8461538461538463,3.8461538461538463,0.06046511627906977,13,36,No
PRV51480,0.0,1924.0,1924.0,759,0.0,289.95841995841994,0.0,557880.0,0.0,0.0,0.0,5,26,Yes
PRV51482,11.0,80.0,91.0,90,17090.909090909092,380.875,188000.0,30470.0,6.2727272727272725,6.2727272727272725,0.1375,5,25,Yes
PRV51483,6.0,71.0,77.0,75,7000.0,259.15492957746477,42000.0,18400.0,3.0,3.0,0.08450704225352113,5,25,No
PRV51484,2.0,84.0,86.0,75,5000.0,161.54761904761904,10000.0,13570.0,3.5,3.5,0.023809523809523808,1,11,No
PRV51486,0.0,214.0,214.0,132,0.0,250.74766355140187,0.0,53660.0,0.0,0.0,0.0,1,9,No
PRV51487,0.0,13.0,13.0,12,0.0,710.7692307692307,0.0,9240.0,0.0,0.0,0.0,1,6,No
PRV51488,3.0,269.0,272.0,260,5000.0,349.182156133829,15000.0,93930.0,3.6666666666666665,3.6666666666666665,0.011152416356877323,6,23,No
PRV51490,48.0,16.0,64.0,56,9020.833333333334,566.875,433000.0,9070.0,4.791666666666667,4.895833333333333,3.0,3,7,Yes
PRV51491,8.0,63.0,71.0,63,5875.0,325.07936507936506,47000.0,20480.0,2.875,2.875,0.12698412698412698,4,11,No
PRV51492,14.0,67.0,81.0,80,9500.0,261.94029850746267,133000.0,17550.0,4.785714285714286,4.785714285714286,0.208955223880597,5,13,No
PRV51494,0.0,38.0,38.0,37,0.0,459.2105263157895,0.0,17450.0,0.0,0.0,0.0,4,9,No
PRV51495,90.0,51.0,141.0,127,9277.777777777777,209.6078431372549,835000.0,10690.0,6.211111111111111,6.211111111111111,1.7647058823529411,4,20,Yes
PRV51496,0.0,123.0,123.0,105,0.0,237.8048780487805,0.0,29250.0,0.0,0.0,0.0,2,8,No
PRV51497,4.0,11.0,15.0,15,25500.0,199.0909090909091,102000.0,2190.0,5.5,6.25,0.36363636363636365,2,6,No
PRV51499,2.0,472.0,474.0,341,7500.0,260.2542372881356,15000.0,122840.0,2.5,2.5,0.00423728813559322,2,9,No
PRV51500,0.0,8.0,8.0,8,0.0,137.5,0.0,1100.0,0.0,0.0,0.0,2,4,No
PRV51501,223.0,10.0,233.0,217,9284.663677130045,83.0,2070480.0,830.0,5.614349775784754,5.677130044843049,22.3,3,10,Yes
PRV51502,0.0,31.0,31.0,31,0.0,270.64516129032256,0.0,8390.0,0.0,0.0,0.0,2,8,No
PRV51503,0.0,57.0,57.0,52,0.0,422.280701754386,0.0,24070.0,0.0,0.0,0.0,2,7,No
PRV51504,0.0,128.0,128.0,123,0.0,275.703125,0.0,35290.0,0.0,0.0,0.0,8,19,No
PRV51505,0.0,15.0,15.0,15,0.0,162.0,0.0,2430.0,0.0,0.0,0.0,4,10,No
PRV51507,6.0,1007.0,1013.0,726,7166.666666666667,292.29394240317777,43000.0,294340.0,8.166666666666666,8.166666666666666,0.005958291956305859,4,25,Yes
PRV51508,12.0,190.0,202.0,191,14925.0,315.5263157894737,179100.0,59950.0,3.5833333333333335,3.5833333333333335,0.06315789473684211,10,29,No
PRV51509,0.0,1030.0,1030.0,493,0.0,312.747572815534,0.0,322130.0,0.0,0.0,0.0,1,6,No
PRV51510,0.0,57.0,57.0,52,0.0,351.2280701754386,0.0,20020.0,0.0,0.0,0.0,2,10,No
PRV51511,0.0,16.0,16.0,16,0.0,547.5,0.0,8760.0,0.0,0.0,0.0,1,4,No
PRV51514,21.0,72.0,93.0,88,10485.714285714286,264.1666666666667,220200.0,19020.0,6.571428571428571,6.571428571428571,0.2916666666666667,3,26,No
PRV51515,5.0,43.0,48.0,48,8000.0,297.6744186046512,40000.0,12800.0,11.0,11.0,0.11627906976744186,2,10,No
PRV51516,3.0,37.0,40.0,39,8333.333333333334,223.24324324324326,25000.0,8260.0,3.0,3.0,0.08108108108108109,4,10,No
PRV51517,0.0,11.0,11.0,11,0.0,544.5454545454545,0.0,5990.0,0.0,0.0,0.0,1,4,No
PRV51518,5.0,48.0,53.0,48,6600.0,227.5,33000.0,10920.0,5.2,5.2,0.10416666666666667,1,8,No
PRV51521,0.0,46.0,46.0,39,0.0,175.43478260869566,0.0,8070.0,0.0,0.0,0.0,2,9,No
PRV51522,12.0,178.0,190.0,169,11583.333333333334,380.7865168539326,139000.0,67780.0,5.416666666666667,5.416666666666667,0.06741573033707865,1,19,No
PRV51523,60.0,5.0,65.0,65,12216.666666666666,162.0,733000.0,810.0,5.566666666666666,5.566666666666666,12.0,1,4,No
PRV51525,5.0,56.0,61.0,61,11200.0,353.0357142857143,56000.0,19770.0,8.4,8.4,0.08928571428571429,8,26,No
PRV51526,7.0,13.0,20.0,20,5057.142857142857,596.1538461538462,35400.0,7750.0,4.142857142857143,4.142857142857143,0.5384615384615384,1,11,No
PRV51527,0.0,41.0,41.0,40,0.0,302.6829268292683,0.0,12410.0,0.0,0.0,0.0,2,12,No
PRV51528,0.0,17.0,17.0,17,0.0,392.3529411764706,0.0,6670.0,0.0,0.0,0.0,3,7,No
PRV51529,0.0,23.0,23.0,23,0.0,252.17391304347825,0.0,5800.0,0.0,0.0,0.0,3,9,No
PRV51531,0.0,34.0,34.0,23,0.0,290.29411764705884,0.0,9870.0,0.0,0.0,0.0,4,6,No
PRV51532,6.0,26.0,32.0,30,10000.0,420.38461538461536,60000.0,10930.0,9.166666666666666,9.166666666666666,0.23076923076923078,2,10,No
PRV51533,13.0,23.0,36.0,36,7076.923076923077,189.1304347826087,92000.0,4350.0,10.846153846153847,10.846153846153847,0.5652173913043478,2,10,No
PRV51534,0.0,1.0,1.0,1,0.0,50.0,0.0,50.0,0.0,0.0,0.0,1,1,No
PRV51535,2.0,386.0,388.0,306,14000.0,241.83937823834196,28000.0,93350.0,5.5,5.5,0.0051813471502590676,4,12,No
PRV51536,4.0,12.0,16.0,16,9250.0,379.1666666666667,37000.0,4550.0,3.75,3.75,0.3333333333333333,2,8,No
PRV51539,69.0,469.0,538.0,488,10623.478260869566,258.4648187633262,733020.0,121220.0,5.840579710144928,5.840579710144928,0.14712153518123666,19,52,Yes
